fertility,unk_rate,avg_token_len,chars_per_token,whole_word_rate,type_coverage,n_tokens,n_words,algo,train_size,vocab_size,actual_vocab,train_secs
1.3616674033524871,0.0,3.680783060327607,3.680783060327607,75.0671517459454,49.621342512908775,40048,29411,BPE,998000,20000,20000,34.4
1.3944102546666213,0.009753480773451026,3.5943619382056724,3.5943527346321718,73.69011594301452,46.68674698795181,41011,29411,WordPiece,998000,20000,20000,30.4
1.302641868688586,0.0,3.8475673418250156,3.8475673418250156,78.52164156268063,57.38382099827883,38312,29411,BPE,998000,30000,30000,0.1
1.3239604229709971,0.010272477464752561,3.7856427378964943,3.785613395310614,77.51861548400258,55.137693631669535,38939,29411,WordPiece,998000,30000,30000,0.1
1.247526435687328,0.0,4.017551988225995,4.017551988225995,82.02033252864574,65.5593803786575,36691,29411,BPE,998000,50000,50000,32.5
1.2601407636598552,0.010792725702876262,3.9773867990717253,3.9773352760239598,81.39811635102512,64.0447504302926,37062,29411,WordPiece,998000,50000,50000,32.1
